id	prim_cat	sec_cats	title	abstract
0712.1380	q-bio	physics.data-an cond-mat.soft physics.bio-ph physics.med-ph q-bio.OT	"Fractal scale-invariant and nonlinear properties of cardiac dynamics
  remain stable with advanced age: A new mechanistic picture of cardiac control
  in healthy elderly"	"  We analyze heartbeat interval recordings from two independent databases: (a)
19 healthy young (avg. age 25.7 years) and 16 healthy elderly subjects (avg.
age 73.8 years) during 2h under resting conditions from the Fantasia database;
and (b) 29 healthy elderly subjects (avg. age 75.9 years) during $\approx{}8$h
of sleep from the SHHS database, and the same subjects recorded 5 years later.
We quantify: (1) The average heart rate <RR>; (2) the SD $\sigma_{RR}$ and
$\sigma_{\Delta{}RR}$ of the heartbeat intervals RR and their increments
$\Delta{}RR$; (3) the long-range correlations in RR as measured by the scaling
exponent $\alpha_{RR}$ using the Detrended Fluctuation Analysis; (4) fractal
linear and nonlinear properties as represented by the scaling exponents
$\alpha^{sign}$ and $\alpha^{mag}$ for the time series of the sign and
magnitude of $\Delta{}RR$; (5) the nonlinear fractal dimension $D(k)$ of $RR$
using the Fractal Dimension Analysis. We find: (1) No significant difference in
$\left<RR\right>$ (P>0.05); (2) a significant difference in $\sigma_{RR}$ and
$\sigma_{\Delta{}RR}$ for the Fantasia groups (P<10^{-4}) but no significant
change with age between the elderly SHHS groups (P>0.5); (3) no significant
change in the fractal measures $\alpha_{RR}$ (P>0.15), $\alpha^{sign}$ (P>0.2),
$\alpha^{mag}$ (P>0.3), and D(k) with age. Our findings do not support the
hypothesis that fractal linear and nonlinear characteristics of heartbeat
dynamics break down with advanced age in healthy subjects. While our results
indeed show a reduced SD of heartbeat fluctuations with advanced age, the
inherent temporal fractal and nonlinear organization of these fluctuations
remains stable.
"
0712.4290	q-bio	stat.ME cond-mat.stat-mech nlin.AO physics.bio-ph physics.data-an q-bio.MN stat.AP	Updating Probabilities: A Complex Agent Based Example	"  It has been shown that one can accommodate data (Bayes) and constraints
(MaxEnt) in one method, the method of Maximum (relative) Entropy (ME) (Giffin
2007). In this paper we show a complex agent based example of inference with
two different forms of information; moments and data. In this example, several
agents each receive partial information about a system in the form of data. In
addition, each agent agrees or is informed that there are certain global
constraints on the system that are always true. The agents are then asked to
make inferences about the entire system. The system becomes more complex as we
add agents and allow them to share information. This system can have a
geometrical form, such as a crystal structure. The shape may dictate how the
agents are able to share information, such as sharing with nearest neighbors.
This method can be used to model many systems where the agents or cells have
local or partial information but must adhere to some global rules. This could
also illustrate how the agents evolve and could illuminate emergent behavior of
the system.
"
0802.1265	q-bio	cond-mat.soft cond-mat.mtrl-sci cond-mat.stat-mech physics.bio-ph q-bio.BM	Stretching An Anisotropic DNA	"  We present a perturbation theory to find the response of an anisotropic DNA
to the external tension. It is shown that the anisotropy has a nonzero but
small contribution to the force-extension curve of the DNA. Thus an anisotropic
DNA behaves like an isotropic one with an effective bending constant equal to
the harmonic average of its soft and hard bending constants.
"
0803.4356	q-bio	cond-mat.other astro-ph math-ph math.DS math.MP nlin.AO physics.bio-ph q-bio.PE q-bio.SC	"Stochastic Dynamical Structure (SDS) of Nonequilibrium Processes in the
  Absence of Detailed Balance. II: construction of SDS with nonlinear force and
  multiplicative noise"	"  There is a whole range of emergent phenomena in non-equilibrium behaviors can
be well described by a set of stochastic differential equations. Inspired by an
insight gained during our study of robustness and stability in phage lambda
genetic switch in modern biology, we found that there exists a classification
of generic nonequilibrium processes: In the continuous description in terms of
stochastic differential equations, there exists four dynamical elements: the
potential function $\phi$, the friction matrix $ S$, the anti-symmetric matrix
$ T $, and the noise. The generic feature of absence of detailed balance is
then precisely represented by $T$. For dynamical near a fixed point, whether or
not it is stable or not, the stochastic dynamics is linear. A rather complete
analysis has been carried out (Kwon, Ao, Thouless, cond-mat/0506280; PNAS, {\bf
102} (2005) 13029), referred to as SDS I. One important and persistent question
is the existence of a potential function with nonlinear force and with
multiplicative noise, with both nice local dynamical and global steady state
properties. Here we demonstrate that a dynamical structure built into
stochastic differential equation allows us to construct such a global
optimization potential function. First, we provide the construction. One of
most important ingredient is the generalized Einstein relation. We then present
an approximation scheme: The gradient expansion which turns every order into
linear matrix equations. The consistent of such methodology with other known
stochastic treatments will be discussed in next paper, SDS III; and the
explicitly connection to statistical mechanics and thermodynamics will be
discussed in a forthcoming paper, SDS IV.
"
0804.0379	q-bio	q-bio.QM cond-mat.dis-nn cond-mat.stat-mech nlin.AO physics.chem-ph q-bio.MN	"Stochastic Dynamical Structure (SDS) of Nonequilibrium Processes in the
  Absence of Detailed Balance. III: potential function in local stochastic
  dynamics and in steady state of Boltzmann-Gibbs type distribution function"	"  From a logic point of view this is the third in the series to solve the
problem of absence of detailed balance. This paper will be denoted as SDS III.
The existence of a dynamical potential with both local and global meanings in
general nonequilibrium processes has been controversial. Following an earlier
explicit construction by one of us (Ao, J. Phys. {\bf A37}, L25 '04,
arXiv:0803.4356, referred to as SDS II), in the present paper we show
rigorously its existence for a generic class of situations in physical and
biological sciences. The local dynamical meaning of this potential function is
demonstrated via a special stochastic differential equation and its global
steady-state meaning via a novel and explicit form of Fokker-Planck equation,
the zero mass limit. We also give a procedure to obtain the special stochastic
differential equation for any given Fokker-Planck equation. No detailed balance
condition is required in our demonstration. For the first time we obtain here a
formula to describe the noise induced shift in drift force comparing to the
steady state distribution, a phenomenon extensively observed in numerical
studies. The comparison to two well known stochastic integration methods, Ito
and Stratonovich, are made ready. Such comparison was made elsewhere (Ao, Phys.
Life Rev. {\bf 2} (2005) 117. q-bio/0605020).
"
0806.2108	q-bio	q-bio.CB physics.bio-ph	"How Xenopus laevis embryos replicate reliably: investigating the
  random-completion problem"	"  DNA synthesis in \textit{Xenopus} frog embryos initiates stochastically in
time at many sites (origins) along the chromosome. Stochastic initiation
implies fluctuations in the time to complete and may lead to cell death if
replication takes longer than the cell cycle time ($\approx 25$ min).
Surprisingly, although the typical replication time is about 20 min, \textit{in
vivo} experiments show that replication fails to complete only about 1 in 300
times. How is replication timing accurately controlled despite the
stochasticity? Biologists have proposed two solutions to this
""random-completion problem."" The first solution uses randomly located origins
but increases their rate of initiation as S phase proceeds, while the second
uses regularly spaced origins. In this paper, we investigate the
random-completion problem using a type of model first developed to describe the
kinetics of first-order phase transitions. Using methods from the field of
extreme-value statistics, we derive the distribution of replication-completion
times for a finite genome. We then argue that the biologists' first solution to
the problem is not only consistent with experiment but also nearly optimizes
the use of replicative proteins. We also show that spatial regularity in origin
placement does not alter significantly the distribution of replication times
and, thus, is not needed for the control of replication timing.
"
0807.4729	q-bio	q-bio.PE astro-ph physics.bio-ph physics.data-an physics.geo-ph q-bio.QM stat.AP	"Long-term cycles in the history of life: Periodic biodiversity in the
  Paleobiology Database"	"  Time series analysis of fossil biodiversity of marine invertebrates in the
Paleobiology Database (PBDB) shows a significant periodicity at approximately
63 My, in agreement with previous analyses based on the Sepkoski database. I
discuss how this result did not appear in a previous analysis of the PBDB. The
existence of the 63 My periodicity, despite very different treatment of
systematic error in both PBDB and Sepkoski databases strongly argues for
consideration of its reality in the fossil record. Cross-spectral analysis of
the two datasets finds that a 62 My periodicity coincides in phase by 1.6 My,
equivalent to better than the errors in either measurement. Consequently, the
two data sets not only contain the same strong periodicity, but its peaks and
valleys closely correspond in time. Two other spectral peaks appear in the PBDB
analysis, but appear to be artifacts associated with detrending and with the
increased interval length. Sampling-standardization procedures implemented by
the PBDB collaboration suggest that the signal is not an artifact of sampling
bias. Further work should focus on finding the cause of the 62 My periodicity.
"
0809.4982	q-bio	physics.bio-ph q-bio.QM	"Generalized Keller-Segel models of chemotaxis. Analogy with nonlinear
  mean field Fokker-Planck equations"	"  We consider a generalized class of Keller-Segel models describing the
chemotaxis of biological populations (bacteria, amoebae, endothelial cells,
social insects,...). We show the analogy with nonlinear mean field
Fokker-Planck equations and generalized thermodynamics. As an illustration, we
introduce a new model of chemotaxis incorporating both effects of anomalous
diffusion and exclusion principle (volume filling). We also discuss the analogy
between biological populations described by the Keller-Segel model and
self-gravitating Brownian particles described by the Smoluchowski-Poisson
system.
"
0901.2753	q-bio	q-bio.GN	Multiple Sequence Alignment System for Pyrosequencing Reads	"  Pyrosequencing is among the emerging sequencing techniques, capable of
generating upto 100,000 overlapping reads in a single run. This technique is
much faster and cheaper than the existing state of the art sequencing technique
such as Sanger. However, the reads generated by pyrosequencing are short in
size and contain numerous errors. Furthermore, each read has a specific
position in the reference genome. In order to use these reads for any
subsequent analysis, the reads must be aligned . Existing multiple sequence
alignment methods cannot be used as they do not take into account the specific
positions of the sequences with respect to the genome, and are highly
inefficient for large number of sequences. Therefore, the common practice has
been to use either simple pairwise alignment despite its poor accuracy for
error prone pyroreads, or use computationally expensive techniques based on
sequential gap propagation. In this paper, we develop a computationally
efficient method based on domain decomposition, referred to as pyro-align, to
align such large number of reads. The proposed alignment algorithm accurately
aligns the erroneous reads in a short period of time, which is orders of
magnitude faster than any existing method. The accuracy of the alignment is
confirmed from the consensus obtained from the multiple alignments.
"
0902.3133	q-bio	q-bio.QM	"A novel method for predicting transmembrane segments in proteins based
  on a statistical analysis of the SwissProt database: the PRED-TMR algorithm"	"  We present a novel method that predicts transmembrane domains in proteins
using solely information contained in the sequence itself. The PRED-TMR
algorithm described, refines a standard hydrophobicity analysis with a
detection of potential termini ('edges', starts and ends) of transmembrane
regions. This allows one both to discard highly hydrophobic regions not
delimited by clear start and end configurations and to confirm putative
transmembrane segments not distinguishable by their hydrophobic composition.
The accuracy obtained on a test set of 101 non-homologous transmembrane
proteins with reliable topologies compares well with that of other popular
existing methods. Only a slight decrease in prediction accuracy was observed
when the algorithm was applied to all transmembrane proteins of the SwissProt
database (release 35). A WWW server running the PRED-TMR algorithm is available
at http://o2.db.uoa. gr/PRED-TMR/
"
0902.3148	q-bio	q-bio.QM	"An hierarchical artificial neural network system for the classification
  of transmembrane proteins"	"  This work presents a simple artificial neural network which classifies
proteins into two classes from their sequences alone: the membrane protein
class and the non-membrane protein class. This may be important in the
functional assignment and analysis of open reading frames (ORF's) identified in
complete genomes and, especially, those ORF's that correspond to proteins with
unknown function. The network described here has a simple hierarchical
feed-forward topology and a limited number of neurons which makes it very fast.
By using only information contained in 11 protein sequences, the method was
able to identify, with 100% accuracy, all membrane proteins with reliable
topologies collected from several papers in the literature. Applied to a test
set of 995 globular, water-soluble proteins, the neural network classified
falsely 23 of them in the membrane protein class (97.7% of correct assignment).
The method was also applied to the complete SWISS-PROT database with
considerable success and on ORF's of several complete genomes. The neural
network developed was associated with the PRED-TMR algorithm (Pasquier,C.,
Promponas,V.J., Palaios,G.A., Hamodrakas,J.S. and Hamodrakas,S.J., 1999) in a
new application package called PRED-TMR2. A WWW server running the PRED-TMR2
software is available at http://o2.db.uoa.gr/PRED-TMR2
"
0903.2310	q-bio	cs.DS cs.DM cs.IR cs.OH q-bio.QM	"Analysis of the Relationships among Longest Common Subsequences,
  Shortest Common Supersequences and Patterns and its application on Pattern
  Discovery in Biological Sequences"	"  For a set of mulitple sequences, their patterns,Longest Common Subsequences
(LCS) and Shortest Common Supersequences (SCS) represent different aspects of
these sequences profile, and they can all be used for biological sequence
comparisons and analysis. Revealing the relationship between the patterns and
LCS,SCS might provide us with a deeper view of the patterns of biological
sequences, in turn leading to better understanding of them. However, There is
no careful examinaton about the relationship between patterns, LCS and SCS. In
this paper, we have analyzed their relation, and given some lemmas. Based on
their relations, a set of algorithms called the PALS (PAtterns by Lcs and Scs)
algorithms are propsoed to discover patterns in a set of biological sequences.
These algorithms first generate the results for LCS and SCS of sequences by
heuristic, and consequently derive patterns from these results. Experiments
show that the PALS algorithms perform well (both in efficiency and in accuracy)
on a variety of sequences. The PALS approach also provides us with a solution
for transforming between the heuristic results of SCS and LCS.
"
0903.4254	q-bio	math.DS math.CA q-bio.PE	"Turing Instability for a Ratio-Dependent Predator-Prey Model with
  Diffusion"	"  Ratio-dependent predator-prey models have been increasingly favored by field
ecologists where predator-prey interactions have to be taken into account the
process of predation search. In this paper we study the conditions of the
existence and stability properties of the equilibrium solutions in a
reaction-diffusion model in which predator mortality is neither a constant nor
an unbounded function, but it is increasing with the predator abundance. We
show that analytically at a certain critical value a diffusion driven (Turing
type) instability occurs, i.e. the stationary solution stays stable with
respect to the kinetic system (the system without diffusion). We also show that
the stationary solution becomes unstable with respect to the system with
diffusion and that Turing bifurcation takes place: a spatially non-homogenous
(non-constant) solution (structure or pattern) arises. A numerical scheme that
preserve the positivity of the numerical solutions and the boundedness of prey
solution will be presented. Numerical examples are also included.
"
0904.4566	q-bio	physics.bio-ph q-bio.SC	"The dynamics of individual nucleosomes controls the chromatin
  condensation pathway: direct AFM visualization of variant chromatin"	"  Chromatin organization and dynamics is studied in this work at scales ranging
from single nucleosome to nucleosomal array by using a unique combination of
biochemical assays, single molecule imaging technique and numerical modeling.
We demonstrate that a subtle modification in the nucleosome structure induced
by the histone variant H2A.Bbd drastically modifies the higher order
organization of the nucleosomal arrays. Importantly, as directly visualized by
AFM, conventional H2A nucleosomal arrays exhibit specific local organization,
in contrast to H2A.Bbd arrays, which show ""beads on a string"" structure. The
combination of systematic image analysis and theoretical modeling allows a
quantitative description relating the observed gross structural changes of the
arrays to their local organization. Our results strongly suggest that
higher-order organization of H1-free nucleosomal arrays is mainly determined by
the fluctuation properties of individual nucleosomes. Moreover, numerical
simulations suggest the existence of attractive interactions between
nucleosomes to provide the degree of compaction observed for conventional
chromatin fibers.
"
0905.1175	q-bio	cond-mat.mes-hall cond-mat.mtrl-sci physics.chem-ph q-bio.BM q-bio.QM	"Enhancement of charged macromolecule capture by nanopores in a salt
  gradient"	"  Nanopores spanning synthetic membranes have been used as key components in
proof-of-principle nanofluidic applications, particularly those involving
manipulation of biomolecules or sequencing of DNA. The only practical way of
manipulating charged macromolecules near nanopores is through a voltage
difference applied across the nanopore-spanning membrane. However, recent
experiments have shown that salt concentration gradients applied across
nanopores can also dramatically enhance charged particle capture from a low
concentration reservoir of charged molecules at one end of the nanopore. This
puzzling effect has hitherto eluded a physically consistent theoretical
explanation. Here, we propose an electrokinetic mechanism of this enhanced
capture that relies on the electrostatic potential near the pore mouth. For
long pores with diameter much greater than the local screening length, we
obtain accurate analytic expressions showing how salt gradients control the
local conductivity which can lead to increased local electrostatic potentials
and charged analyte capture rates. We also find that the attractive
electrostatic potential may be balanced by an outward, repulsive electroosmotic
flow (EOF) that can in certain cases conspire with the salt gradient to further
enhance the analyte capture rate.
"
0905.1458	q-bio	q-bio.NC q-bio.QM	"Correlation-distortion based identification of Linear-Nonlinear-Poisson
  models"	"  Linear-Nonlinear-Poisson (LNP) models are a popular and powerful tool for
describing encoding (stimulus-response) transformations by single sensory as
well as motor neurons. Recently, there has been rising interest in the second-
and higher-order correlation structure of neural spike trains, and how it may
be related to specific encoding relationships. The distortion of signal
correlations as they are transformed through particular LNP models is
predictable and in some cases analytically tractable and invertible. Here, we
propose that LNP encoding models can potentially be identified strictly from
the correlation transformations they induce, and develop a computational method
for identifying minimum-phase single-neuron temporal kernels under white and
colored- random Gaussian excitation. Unlike reverse-correlation or
maximum-likelihood, correlation-distortion based identification does not
require the simultaneous observation of stimulus-response pairs - only their
respective second order statistics. Although in principle filter kernels are
not necessarily minimum-phase, and only their spectral amplitude can be
uniquely determined from output correlations, we show that in practice this
method provides excellent estimates of kernels from a range of parametric
models of neural systems. We conclude by discussing how this approach could
potentially enable neural models to be estimated from a much wider variety of
experimental conditions and systems, and its limitations.
"
0906.4324	q-bio	math.CO q-bio.PE	A Note on Encodings of Phylogenetic Networks of Bounded Level	"  Driven by the need for better models that allow one to shed light into the
question how life's diversity has evolved, phylogenetic networks have now
joined phylogenetic trees in the center of phylogenetics research. Like
phylogenetic trees, such networks canonically induce collections of
phylogenetic trees, clusters, and triplets, respectively. Thus it is not
surprising that many network approaches aim to reconstruct a phylogenetic
network from such collections. Related to the well-studied perfect phylogeny
problem, the following question is of fundamental importance in this context:
When does one of the above collections encode (i.e. uniquely describe) the
network that induces it? In this note, we present a complete answer to this
question for the special case of a level-1 (phylogenetic) network by
characterizing those level-1 networks for which an encoding in terms of one (or
equivalently all) of the above collections exists. Given that this type of
network forms the first layer of the rich hierarchy of level-k networks, k a
non-negative integer, it is natural to wonder whether our arguments could be
extended to members of that hierarchy for higher values for k. By giving
examples, we show that this is not the case.
"
0907.2065	q-bio	physics.bio-ph cond-mat.stat-mech q-bio.CB	Thymic selection of T-cell receptors as an extreme value problem	"  T lymphocytes (T cells) orchestrate adaptive immune responses upon
activation. T cell activation requires sufficiently strong binding of T cell
receptors (TCRs) on their surface to short peptides (p) derived from foreign
proteins, which are bound to major histocompatibility (MHC) gene products
(displayed on antigen presenting cells). A diverse and self-tolerant T cell
repertoire is selected in the thymus. We map thymic selection processes to an
extreme value problem and provide an analytic expression for the amino acid
compositions of selected TCRs (which enable its recognition functions).
"
0907.3441	q-bio	q-bio.BM q-bio.QM	Analytical derivation of thermodynamic properties of bolalipid membrane	"  We consider a model of bilayer lipid membrane with bola-lipids. The
bola-lipid is modeled by linking tails of the hydrophobic chains in the
opposite monolayers within bilayer as a first approximation. A number of
thermodynamical characteristics are calculated analytically and compared with
the ones of a regular membrane without chains linkage. Pronounced difference
between lateral pressure profiles at the layers interface for linked and
regular bilayer models is found. In the linked case, the lateral pressure
mid-plane peak disappears, while the free energy per chain increases. We have
also calculated distribution of the orientaional order parameter of linked
chains across the bilayer, and found it is in contrast with the usual lipids
case.
"
0909.3691	q-bio	q-bio.GN	Compressed Genotyping	"  Significant volumes of knowledge have been accumulated in recent years
linking subtle genetic variations to a wide variety of medical disorders from
Cystic Fibrosis to mental retardation. Nevertheless, there are still great
challenges in applying this knowledge routinely in the clinic, largely due to
the relatively tedious and expensive process of DNA sequencing. Since the
genetic polymorphisms that underlie these disorders are relatively rare in the
human population, the presence or absence of a disease-linked polymorphism can
be thought of as a sparse signal. Using methods and ideas from compressed
sensing and group testing, we have developed a cost-effective genotyping
protocol. In particular, we have adapted our scheme to a recently developed
class of high throughput DNA sequencing technologies, and assembled a
mathematical framework that has some important distinctions from 'traditional'
compressed sensing ideas in order to address different biological and technical
constraints.
"
0909.4485	q-bio	q-bio.PE q-bio.QM	"A note on a paper by Erik Volz [arXiv:0705.2092]: SIR dynamics in random
  networks"	"  Recent work by Erik Volz [arXiv:0705.2092] has shown how to calculate the
growth and eventual decay of an SIR epidemic on a static random network,
assuming infection and recovery each happen at constant rates. This calculation
allows us to account for effects due to heterogeneity in degree that are
neglected in the standard mass-action SIR equations. In this note we offer an
alternate derivation which arrives at a simpler -- though equivalent -- system
of governing equations to that of Volz. This new derivation is more closely
connected to the underlying physical processes, and the resulting equations are
of comparable complexity to the mass-action SIR equations. We further show that
earlier derivations of the final size of epidemics on networks can be
reproduced using the same approach, thereby providing a common framework for
calculating both the dynamics and the final size of an epidemic spreading on a
random network.
"
0910.0789	q-bio	q-bio.QM physics.bio-ph q-bio.TO	Pixel multiplexing for high-speed multi-resolution fluorescence imaging	"  We introduce a imaging modality that works by transiently masking
image-subregions during a single exposure of a CCD frame. By offsetting
subregion exposure time, temporal information is embedded within each stored
frame, allowing simultaneous acquisition of a full high spatial resolution
image and a high-speed image sequence without increasing bandwidth. The
technique is demonstrated by imaging calcium transients in heart cells at 250
Hz with a 10 Hz megapixel camera.
"
0910.0826	q-bio	physics.soc-ph cond-mat.stat-mech nlin.AO q-bio.PE	Coevolutionary games - a mini review	"  Prevalence of cooperation within groups of selfish individuals is puzzling in
that it contradicts with the basic premise of natural selection. Favoring
players with higher fitness, the latter is key for understanding the challenges
faced by cooperators when competing with defectors. Evolutionary game theory
provides a competent theoretical framework for addressing the subtleties of
cooperation in such situations, which are known as social dilemmas. Recent
advances point towards the fact that the evolution of strategies alone may be
insufficient to fully exploit the benefits offered by cooperative behavior.
Indeed, while spatial structure and heterogeneity, for example, have been
recognized as potent promoters of cooperation, coevolutionary rules can extend
the potentials of such entities further, and even more importantly, lead to the
understanding of their emergence. The introduction of coevolutionary rules to
evolutionary games implies, that besides the evolution of strategies, another
property may simultaneously be subject to evolution as well. Coevolutionary
rules may affect the interaction network, the reproduction capability of
players, their reputation, mobility or age. Here we review recent works on
evolutionary games incorporating coevolutionary rules, as well as give a
didactic description of potential pitfalls and misconceptions associated with
the subject. In addition, we briefly outline directions for future research
that we feel are promising, thereby particularly focusing on dynamical effects
of coevolutionary rules on the evolution of cooperation, which are still widely
open to research and thus hold promise of exciting new discoveries.
"
